Date,Close,Adj Close,Symbol,type,Name,,,,,,
2008-02-08 00:00:00,100.9400024,56.81304169,EMB,bond,新興市場債,,,,,,
2008-02-11 00:00:00,100.8899994,56.78494644,EMB,bond,新興市場債,,,,,,
2008-02-12 00:00:00,100.9199982,56.80178833,EMB,bond,新興市場債,,,,,,
2008-02-13 00:00:00,101.1100006,56.90873718,EMB,bond,新興市場債,,,,,,
2008-02-14 00:00:00,101.0999985,56.90311813,EMB,bond,新興市場債,,,,,,
2008-02-15 00:00:00,101.2900009,57.01000214,EMB,bond,新興市場債,,,,,,
2008-02-19 00:00:00,100.5299988,56.58230591,EMB,bond,新興市場債,,,,,,
2008-02-20 00:00:00,100.5299988,56.58230591,EMB,bond,新興市場債,,,,,,
2008-02-21 00:00:00,100.4199982,56.520401,EMB,bond,新興市場債,,,,,,
2008-02-22 00:00:00,100.7900009,56.72867203,EMB,bond,新興市場債,,,,,,
2008-02-25 00:00:00,100.9199982,56.80178833,EMB,bond,新興市場債,,,,,,
2008-02-26 00:00:00,101.0100021,56.85247803,EMB,bond,新興市場債,,,,,,
2008-02-27 00:00:00,101.2099991,56.96503067,EMB,bond,新興市場債,,,,,,
2008-02-28 00:00:00,101.1200027,56.91437912,EMB,bond,新興市場債,,,,,,
2008-02-29 00:00:00,101.4199982,57.08326721,EMB,bond,新興市場債,,,,,,
2008-03-03 00:00:00,101.0100021,57.09114456,EMB,bond,新興市場債,,,,,,
2008-03-04 00:00:00,100.8799973,57.01767731,EMB,bond,新興市場債,,,,,,
2008-03-05 00:00:00,101.0199966,57.09677887,EMB,bond,新興市場債,,,,,,
2008-03-06 00:00:00,100.8700027,57.0120163,EMB,bond,新興市場債,,,,,,
2008-03-07 00:00:00,100.7699966,56.95546722,EMB,bond,新興市場債,,,,,,
2008-03-10 00:00:00,100.7799988,56.96112823,EMB,bond,新興市場債,,,,,,
2008-03-11 00:00:00,100.6900024,56.91027832,EMB,bond,新興市場債,,,,,,
2008-03-12 00:00:00,100.7399979,56.9385376,EMB,bond,新興市場債,,,,,,
2008-03-13 00:00:00,100.5,56.80288696,EMB,bond,新興市場債,,,,,,
2008-03-14 00:00:00,100.9400024,57.05155182,EMB,bond,新興市場債,,,,,,
2008-03-17 00:00:00,100.7300034,56.93294144,EMB,bond,新興市場債,,,,,,
2008-03-18 00:00:00,101.2300034,57.21549988,EMB,bond,新興市場債,,,,,,
2008-03-19 00:00:00,101.3499985,57.28331375,EMB,bond,新興市場債,,,,,,
2008-03-20 00:00:00,101.3300018,57.27202225,EMB,bond,新興市場債,,,,,,
2008-03-24 00:00:00,101.3499985,57.28331375,EMB,bond,新興市場債,,,,,,
2008-03-25 00:00:00,101.1500015,57.17025757,EMB,bond,新興市場債,,,,,,
2008-03-26 00:00:00,101.3499985,57.28331375,EMB,bond,新興市場債,,,,,,
2008-03-27 00:00:00,101.3099976,57.26069641,EMB,bond,新興市場債,,,,,,
2008-03-28 00:00:00,101.1200027,57.15331268,EMB,bond,新興市場債,,,,,,
2008-03-31 00:00:00,101.0899963,57.13634872,EMB,bond,新興市場債,,,,,,
2008-04-01 00:00:00,100.5199966,57.07330704,EMB,bond,新興市場債,,,,,,
2008-04-02 00:00:00,100.8300018,57.2493248,EMB,bond,新興市場債,,,,,,
2008-04-03 00:00:00,100.9100037,57.29478836,EMB,bond,新興市場債,,,,,,
2008-04-04 00:00:00,101.2300034,57.47642899,EMB,bond,新興市場債,,,,,,
2008-04-07 00:00:00,101.5,57.62976074,EMB,bond,新興市場債,,,,,,
2008-04-08 00:00:00,101.5299988,57.64678192,EMB,bond,新興市場債,,,,,,
2008-04-09 00:00:00,101.5199966,57.64109039,EMB,bond,新興市場債,,,,,,
2008-04-10 00:00:00,101.7799988,57.78875351,EMB,bond,新興市場債,,,,,,
2008-04-11 00:00:00,101.8899994,57.85119629,EMB,bond,新興市場債,,,,,,
2008-04-14 00:00:00,101.9199982,57.86821365,EMB,bond,新興市場債,,,,,,
2008-04-15 00:00:00,102.0299988,57.93066025,EMB,bond,新興市場債,,,,,,
2008-04-16 00:00:00,102.1200027,57.98178101,EMB,bond,新興市場債,,,,,,
2008-04-17 00:00:00,101.9899979,57.90796661,EMB,bond,新興市場債,,,,,,
2008-04-18 00:00:00,101.7699966,57.78304672,EMB,bond,新興市場債,,,,,,
2008-04-21 00:00:00,101.7600021,57.7774086,EMB,bond,新興市場債,,,,,,
2008-04-22 00:00:00,101.6299973,57.70355606,EMB,bond,新興市場債,,,,,,
2008-04-23 00:00:00,101.5100021,57.63544083,EMB,bond,新興市場債,,,,,,
2008-04-24 00:00:00,101.4499969,57.60139084,EMB,bond,新興市場債,,,,,,
2008-04-25 00:00:00,101.3000031,57.51619339,EMB,bond,新興市場債,,,,,,
2008-04-28 00:00:00,101.1500015,57.4310379,EMB,bond,新興市場債,,,,,,
2008-04-29 00:00:00,101.1600037,57.43670273,EMB,bond,新興市場債,,,,,,
2008-04-30 00:00:00,101.8000031,57.80010986,EMB,bond,新興市場債,,,,,,
2008-05-01 00:00:00,101.5199966,57.89476013,EMB,bond,新興市場債,,,,,,
2008-05-02 00:00:00,101.9400024,58.13428116,EMB,bond,新興市場債,,,,,,
2008-05-05 00:00:00,101.9000015,58.11143875,EMB,bond,新興市場債,,,,,,
2008-05-06 00:00:00,101.7600021,58.03162766,EMB,bond,新興市場債,,,,,,
2008-05-07 00:00:00,101.5899963,57.93465805,EMB,bond,新興市場債,,,,,,
2008-05-08 00:00:00,101.6100006,57.94606018,EMB,bond,新興市場債,,,,,,
2008-05-09 00:00:00,101.6399994,57.96319199,EMB,bond,新興市場債,,,,,,
2008-05-12 00:00:00,101.5,57.88334274,EMB,bond,新興市場債,,,,,,
2008-05-13 00:00:00,101.4199982,57.83774948,EMB,bond,新興市場債,,,,,,
2008-05-14 00:00:00,101.2099991,57.71796799,EMB,bond,新興市場債,,,,,,
2008-05-15 00:00:00,101.5400009,57.90615463,EMB,bond,新興市場債,,,,,,
2008-05-16 00:00:00,101.8799973,58.10005569,EMB,bond,新興市場債,,,,,,
2008-05-19 00:00:00,101.9000015,58.11143875,EMB,bond,新興市場債,,,,,,
2008-05-20 00:00:00,102.0500031,58.19694901,EMB,bond,新興市場債,,,,,,
2008-05-21 00:00:00,102.0699997,58.20842361,EMB,bond,新興市場債,,,,,,
2008-05-22 00:00:00,101.7600021,58.03162766,EMB,bond,新興市場債,,,,,,
2008-05-23 00:00:00,101.9300003,58.12856674,EMB,bond,新興市場債,,,,,,
2008-05-27 00:00:00,101.8099976,58.06016159,EMB,bond,新興市場債,,,,,,
2008-05-28 00:00:00,101.6999969,57.99738693,EMB,bond,新興市場債,,,,,,
2008-05-29 00:00:00,101.3799973,57.81492233,EMB,bond,新興市場債,,,,,,
2008-05-30 00:00:00,101.4599991,57.86052704,EMB,bond,新興市場債,,,,,,
2008-06-02 00:00:00,101.1600037,57.95161819,EMB,bond,新興市場債,,,,,,
2008-06-03 00:00:00,101.3300018,58.04900742,EMB,bond,新興市場債,,,,,,
2008-06-04 00:00:00,101.3700027,58.07191849,EMB,bond,新興市場債,,,,,,
2008-06-05 00:00:00,101.1800003,57.96308136,EMB,bond,新興市場債,,,,,,
2008-06-06 00:00:00,101.2799988,58.02034378,EMB,bond,新興市場債,,,,,,
2008-06-09 00:00:00,101.2799988,58.02034378,EMB,bond,新興市場債,,,,,,
2008-06-10 00:00:00,100.7900009,57.73965836,EMB,bond,新興市場債,,,,,,
2008-06-11 00:00:00,100.8399963,57.76827621,EMB,bond,新興市場債,,,,,,
2008-06-12 00:00:00,100.2900009,57.45323181,EMB,bond,新興市場債,,,,,,
2008-06-13 00:00:00,100.1600037,57.37877274,EMB,bond,新興市場債,,,,,,
2008-06-16 00:00:00,99.87000275,57.21261978,EMB,bond,新興市場債,,,,,,
2008-06-17 00:00:00,100.1299973,57.36155701,EMB,bond,新興市場債,,,,,,
2008-06-18 00:00:00,100,57.28708649,EMB,bond,新興市場債,,,,,,
2008-06-19 00:00:00,99.88999939,57.2240715,EMB,bond,新興市場債,,,,,,
2008-06-20 00:00:00,99.84999847,57.20117569,EMB,bond,新興市場債,,,,,,
2008-06-23 00:00:00,99.69000244,57.10952759,EMB,bond,新興市場債,,,,,,
2008-06-24 00:00:00,99.59999847,57.05795288,EMB,bond,新興市場債,,,,,,
2008-06-25 00:00:00,99.65000153,57.08659363,EMB,bond,新興市場債,,,,,,
2008-06-26 00:00:00,99.41999817,56.95483017,EMB,bond,新興市場債,,,,,,
2008-06-27 00:00:00,98.83999634,56.62257767,EMB,bond,新興市場債,,,,,,
2008-06-30 00:00:00,99,56.71421814,EMB,bond,新興市場債,,,,,,
2008-07-01 00:00:00,98.09999847,56.41344452,EMB,bond,新興市場債,,,,,,
2008-07-02 00:00:00,98.36000061,56.56299591,EMB,bond,新興市場債,,,,,,
2008-07-03 00:00:00,98.27999878,56.5169754,EMB,bond,新興市場債,,,,,,
2008-07-07 00:00:00,98.48999786,56.63768387,EMB,bond,新興市場債,,,,,,
2008-07-08 00:00:00,98.55999756,56.67798996,EMB,bond,新興市場債,,,,,,
2008-07-09 00:00:00,98.41999817,56.5974884,EMB,bond,新興市場債,,,,,,
2008-07-10 00:00:00,98.26999664,56.51121521,EMB,bond,新興市場債,,,,,,
2008-07-11 00:00:00,98.58999634,56.69525909,EMB,bond,新興市場債,,,,,,
2008-07-14 00:00:00,98.68000031,56.74698639,EMB,bond,新興市場債,,,,,,
2008-07-15 00:00:00,98.65000153,56.72973251,EMB,bond,新興市場債,,,,,,
2008-07-16 00:00:00,98.55999756,56.67798996,EMB,bond,新興市場債,,,,,,
2008-07-17 00:00:00,98.87999725,56.86203003,EMB,bond,新興市場債,,,,,,
2008-07-18 00:00:00,98.90000153,56.87349319,EMB,bond,新興市場債,,,,,,
2008-07-21 00:00:00,99.11000061,56.99427414,EMB,bond,新興市場債,,,,,,
2008-07-22 00:00:00,98.59999847,56.70098114,EMB,bond,新興市場債,,,,,,
2008-07-23 00:00:00,98.70999908,56.76424026,EMB,bond,新興市場債,,,,,,
2008-07-24 00:00:00,98.41000366,56.59174347,EMB,bond,新興市場債,,,,,,
2008-07-25 00:00:00,98.80999756,56.82174301,EMB,bond,新興市場債,,,,,,
2008-07-28 00:00:00,98.73999786,56.78149796,EMB,bond,新興市場債,,,,,,
2008-07-29 00:00:00,98.98999786,56.92528534,EMB,bond,新興市場債,,,,,,
2008-07-30 00:00:00,99.20999908,57.05177689,EMB,bond,新興市場債,,,,,,
2008-07-31 00:00:00,99.40000153,57.16107941,EMB,bond,新興市場債,,,,,,
2008-08-01 00:00:00,98.65000153,56.97506714,EMB,bond,新興市場債,,,,,,
2008-08-04 00:00:00,98.94999695,57.14833832,EMB,bond,新興市場債,,,,,,
2008-08-05 00:00:00,98.97000122,57.15989304,EMB,bond,新興市場債,,,,,,
2008-08-06 00:00:00,98.98999786,57.17145157,EMB,bond,新興市場債,,,,,,
2008-08-07 00:00:00,99.05000305,57.20609283,EMB,bond,新興市場債,,,,,,
2008-08-08 00:00:00,98.79000092,57.05591583,EMB,bond,新興市場債,,,,,,
2008-08-11 00:00:00,98.87000275,57.10211945,EMB,bond,新興市場債,,,,,,
2008-08-12 00:00:00,99.05999756,57.21185303,EMB,bond,新興市場債,,,,,,
2008-08-13 00:00:00,99.08000183,57.223423,EMB,bond,新興市場債,,,,,,
2008-08-14 00:00:00,99.11000061,57.2407341,EMB,bond,新興市場債,,,,,,
2008-08-15 00:00:00,99.29000092,57.34469986,EMB,bond,新興市場債,,,,,,
2008-08-18 00:00:00,99.37000275,57.39090729,EMB,bond,新興市場債,,,,,,
2008-08-19 00:00:00,99.23999786,57.31580353,EMB,bond,新興市場債,,,,,,
2008-08-20 00:00:00,99.33000183,57.36777878,EMB,bond,新興市場債,,,,,,
2008-08-21 00:00:00,99.23999786,57.31580353,EMB,bond,新興市場債,,,,,,
2008-08-22 00:00:00,99.43000031,57.42555237,EMB,bond,新興市場債,,,,,,
2008-08-25 00:00:00,99.40000153,57.40823364,EMB,bond,新興市場債,,,,,,
2008-08-26 00:00:00,99.23000336,57.3100853,EMB,bond,新興市場債,,,,,,
2008-08-27 00:00:00,99.33999634,57.37358856,EMB,bond,新興市場債,,,,,,
2008-08-28 00:00:00,99.51999664,57.47751617,EMB,bond,新興市場債,,,,,,
2008-08-29 00:00:00,99.68000031,57.56994247,EMB,bond,新興市場債,,,,,,
2008-09-02 00:00:00,99.38999939,57.66280365,EMB,bond,新興市場債,,,,,,
2008-09-03 00:00:00,99.34999847,57.63956833,EMB,bond,新興市場債,,,,,,
2008-09-04 00:00:00,99.13999939,57.51770401,EMB,bond,新興市場債,,,,,,
2008-09-05 00:00:00,99,57.43649292,EMB,bond,新興市場債,,,,,,
2008-09-08 00:00:00,99.04000092,57.45972443,EMB,bond,新興市場債,,,,,,
2008-09-09 00:00:00,98.86000061,57.35523605,EMB,bond,新興市場債,,,,,,
2008-09-10 00:00:00,98.80000305,57.32048798,EMB,bond,新興市場債,,,,,,
2008-09-11 00:00:00,98.51000214,57.15221786,EMB,bond,新興市場債,,,,,,
2008-09-12 00:00:00,97.90000153,56.79830933,EMB,bond,新興市場債,,,,,,
2008-09-15 00:00:00,96.87999725,56.20651245,EMB,bond,新興市場債,,,,,,
2008-09-16 00:00:00,95.80999756,55.5857048,EMB,bond,新興市場債,,,,,,
2008-09-17 00:00:00,93.63999939,54.32682419,EMB,bond,新興市場債,,,,,,
2008-09-18 00:00:00,88.77999878,51.50718689,EMB,bond,新興市場債,,,,,,
2008-09-19 00:00:00,92.75,53.81047058,EMB,bond,新興市場債,,,,,,
2008-09-22 00:00:00,90.98999786,52.78940201,EMB,bond,新興市場債,,,,,,
2008-09-23 00:00:00,92.80999756,53.84527969,EMB,bond,新興市場債,,,,,,
2008-09-24 00:00:00,94.30000305,54.70972824,EMB,bond,新興市場債,,,,,,
2008-09-25 00:00:00,93.73000336,54.37902451,EMB,bond,新興市場債,,,,,,
2008-09-26 00:00:00,93.86000061,54.45446396,EMB,bond,新興市場債,,,,,,
2008-09-29 00:00:00,92.16999817,53.4739418,EMB,bond,新興市場債,,,,,,
2008-09-30 00:00:00,92.13999939,53.45655441,EMB,bond,新興市場債,,,,,,
2008-10-01 00:00:00,92,53.62852097,EMB,bond,新興市場債,,,,,,
2008-10-02 00:00:00,91.36000061,53.25546265,EMB,bond,新興市場債,,,,,,
2008-10-03 00:00:00,91.18000031,53.15053558,EMB,bond,新興市場債,,,,,,
2008-10-06 00:00:00,90.02999878,52.48019028,EMB,bond,新興市場債,,,,,,
2008-10-07 00:00:00,88.20999908,51.41929245,EMB,bond,新興市場債,,,,,,
2008-10-08 00:00:00,85.20999908,49.67050552,EMB,bond,新興市場債,,,,,,
2008-10-09 00:00:00,84.30000305,49.14005661,EMB,bond,新興市場債,,,,,,
2008-10-10 00:00:00,80.48000336,46.91331482,EMB,bond,新興市場債,,,,,,
2008-10-13 00:00:00,81.58000183,47.55450821,EMB,bond,新興市場債,,,,,,
2008-10-14 00:00:00,81.26000214,47.36799622,EMB,bond,新興市場債,,,,,,
2008-10-15 00:00:00,80.79000092,47.09402084,EMB,bond,新興市場債,,,,,,
2008-10-16 00:00:00,77.84999847,45.38022232,EMB,bond,新興市場債,,,,,,
2008-10-17 00:00:00,77.13999939,44.966362,EMB,bond,新興市場債,,,,,,
2008-10-20 00:00:00,76.41999817,44.54666138,EMB,bond,新興市場債,,,,,,
2008-10-21 00:00:00,77.47000122,45.15870667,EMB,bond,新興市場債,,,,,,
2008-10-22 00:00:00,73.40000153,42.78625107,EMB,bond,新興市場債,,,,,,
2008-10-23 00:00:00,69.66999817,40.61194611,EMB,bond,新興市場債,,,,,,
2008-10-24 00:00:00,67.81999969,39.53355789,EMB,bond,新興市場債,,,,,,
2008-10-27 00:00:00,67.83000183,39.53937912,EMB,bond,新興市場債,,,,,,
2008-10-28 00:00:00,65.20999908,38.01212311,EMB,bond,新興市場債,,,,,,
2008-10-29 00:00:00,65.68000031,38.28612137,EMB,bond,新興市場債,,,,,,
2008-10-30 00:00:00,70.09999847,40.86260986,EMB,bond,新興市場債,,,,,,
2008-10-31 00:00:00,73.91999817,43.08937073,EMB,bond,新興市場債,,,,,,
2008-11-03 00:00:00,77.08999634,45.21245575,EMB,bond,新興市場債,,,,,,
2008-11-04 00:00:00,80.37000275,47.13612366,EMB,bond,新興市場債,,,,,,
2008-11-05 00:00:00,82.34999847,48.29737091,EMB,bond,新興市場債,,,,,,
2008-11-06 00:00:00,81.75,47.94550323,EMB,bond,新興市場債,,,,,,
2008-11-07 00:00:00,77.76000214,45.60539627,EMB,bond,新興市場債,,,,,,
2008-11-10 00:00:00,80.45999908,47.18893051,EMB,bond,新興市場債,,,,,,
2008-11-11 00:00:00,80,46.91911697,EMB,bond,新興市場債,,,,,,
2008-11-12 00:00:00,79.83999634,46.82529449,EMB,bond,新興市場債,,,,,,
2008-11-13 00:00:00,79.30999756,46.51444626,EMB,bond,新興市場債,,,,,,
2008-11-14 00:00:00,80.01000214,46.92499924,EMB,bond,新興市場債,,,,,,
2008-11-17 00:00:00,78.90000153,46.27399826,EMB,bond,新興市場債,,,,,,
2008-11-18 00:00:00,76.51999664,44.87812424,EMB,bond,新興市場債,,,,,,
2008-11-19 00:00:00,76.19000244,44.68460464,EMB,bond,新興市場債,,,,,,
2008-11-20 00:00:00,73.34999847,43.0189743,EMB,bond,新興市場債,,,,,,
2008-11-21 00:00:00,74.65000153,43.78141022,EMB,bond,新興市場債,,,,,,
2008-11-24 00:00:00,77.06999969,45.2007103,EMB,bond,新興市場債,,,,,,
2008-11-25 00:00:00,79.93000031,46.87806702,EMB,bond,新興市場債,,,,,,
2008-11-26 00:00:00,80.90000153,47.44698334,EMB,bond,新興市場債,,,,,,
2008-11-28 00:00:00,80.5,47.21239853,EMB,bond,新興市場債,,,,,,
2008-12-01 00:00:00,77.59999847,45.80057907,EMB,bond,新興市場債,,,,,,
2008-12-02 00:00:00,78.72000122,46.46163177,EMB,bond,新興市場債,,,,,,
2008-12-03 00:00:00,82.37000275,48.6158905,EMB,bond,新興市場債,,,,,,
2008-12-04 00:00:00,82.22000122,48.52735519,EMB,bond,新興市場債,,,,,,
2008-12-05 00:00:00,82.16000366,48.49198532,EMB,bond,新興市場債,,,,,,
2008-12-08 00:00:00,80.65000153,47.60072327,EMB,bond,新興市場債,,,,,,
2008-12-09 00:00:00,80.88999939,47.74236679,EMB,bond,新興市場債,,,,,,
2008-12-10 00:00:00,80.48000336,47.50041962,EMB,bond,新興市場債,,,,,,
2008-12-11 00:00:00,80.59999847,47.57123566,EMB,bond,新興市場債,,,,,,
2008-12-12 00:00:00,79.52999878,46.93968582,EMB,bond,新興市場債,,,,,,
2008-12-15 00:00:00,81.26000214,47.96080017,EMB,bond,新興市場債,,,,,,
2008-12-16 00:00:00,81.98999786,48.39159775,EMB,bond,新興市場債,,,,,,
2008-12-17 00:00:00,82.81999969,48.88150024,EMB,bond,新興市場債,,,,,,
2008-12-18 00:00:00,86.40000153,50.99446869,EMB,bond,新興市場債,,,,,,
2008-12-19 00:00:00,87.59999847,51.70272064,EMB,bond,新興市場債,,,,,,
2008-12-22 00:00:00,87.69000244,51.75585175,EMB,bond,新興市場債,,,,,,
2008-12-23 00:00:00,88.68000031,52.34015656,EMB,bond,新興市場債,,,,,,
2008-12-24 00:00:00,88.81999969,52.42280579,EMB,bond,新興市場債,,,,,,
2008-12-26 00:00:00,91.73000336,54.14030838,EMB,bond,新興市場債,,,,,,
2008-12-29 00:00:00,91.65000153,54.30862808,EMB,bond,新興市場債,,,,,,
2008-12-30 00:00:00,91.29000092,54.09527206,EMB,bond,新興市場債,,,,,,
2008-12-31 00:00:00,93.77999878,55.57074738,EMB,bond,新興市場債,,,,,,
2009-01-02 00:00:00,95.38999939,56.52477646,EMB,bond,新興市場債,,,,,,
2009-01-05 00:00:00,95.15000153,56.3825798,EMB,bond,新興市場債,,,,,,
2009-01-06 00:00:00,85.52999878,50.68210602,EMB,bond,新興市場債,,,,,,
2009-01-07 00:00:00,87.51000214,51.85538483,EMB,bond,新興市場債,,,,,,
2009-01-08 00:00:00,88.12000275,52.21682358,EMB,bond,新興市場債,,,,,,
2009-01-09 00:00:00,89.51000214,53.04049683,EMB,bond,新興市場債,,,,,,
2009-01-12 00:00:00,86.01000214,50.96654129,EMB,bond,新興市場債,,,,,,
2009-01-13 00:00:00,87.25,51.70128632,EMB,bond,新興市場債,,,,,,
2009-01-14 00:00:00,88.48000336,52.43015289,EMB,bond,新興市場債,,,,,,
2009-01-15 00:00:00,88.19000244,52.25831223,EMB,bond,新興市場債,,,,,,
2009-01-16 00:00:00,86,50.96061325,EMB,bond,新興市場債,,,,,,
2009-01-20 00:00:00,83.80000305,49.65698624,EMB,bond,新興市場債,,,,,,
2009-01-21 00:00:00,82.56999969,48.9281044,EMB,bond,新興市場債,,,,,,
2009-01-22 00:00:00,83.30000305,49.36069107,EMB,bond,新興市場債,,,,,,
2009-01-23 00:00:00,84.40000153,50.01248932,EMB,bond,新興市場債,,,,,,
2009-01-26 00:00:00,84.26999664,49.93544769,EMB,bond,新興市場債,,,,,,
2009-01-27 00:00:00,85.30000305,50.54581451,EMB,bond,新興市場債,,,,,,
2009-01-28 00:00:00,87.69000244,51.96203613,EMB,bond,新興市場債,,,,,,
2009-01-29 00:00:00,87.98999786,52.13984299,EMB,bond,新興市場債,,,,,,
2009-01-30 00:00:00,87.25,51.70128632,EMB,bond,新興市場債,,,,,,
2009-02-02 00:00:00,84.06999969,50.09599304,EMB,bond,新興市場債,,,,,,
2009-02-03 00:00:00,85.34999847,50.8587265,EMB,bond,新興市場債,,,,,,
2009-02-04 00:00:00,83.93000031,50.01257324,EMB,bond,新興市場債,,,,,,
2009-02-05 00:00:00,82.5,49.16047668,EMB,bond,新興市場債,,,,,,
2009-02-06 00:00:00,82.94999695,49.42860413,EMB,bond,新興市場債,,,,,,
2009-02-09 00:00:00,83.66000366,49.85168457,EMB,bond,新興市場債,,,,,,
2009-02-10 00:00:00,84.95999908,50.62631607,EMB,bond,新興市場債,,,,,,
2009-02-11 00:00:00,84.38999939,50.28668976,EMB,bond,新興市場債,,,,,,
2009-02-12 00:00:00,82.69999695,49.27962875,EMB,bond,新興市場債,,,,,,
2009-02-13 00:00:00,82.69000244,49.27368546,EMB,bond,新興市場債,,,,,,
2009-02-17 00:00:00,81.51000214,48.57054901,EMB,bond,新興市場債,,,,,,
2009-02-18 00:00:00,82.23000336,48.9995575,EMB,bond,新興市場債,,,,,,
2009-02-19 00:00:00,81.70999908,48.6897049,EMB,bond,新興市場債,,,,,,
2009-02-20 00:00:00,80.77999878,48.13554764,EMB,bond,新興市場債,,,,,,
2009-02-23 00:00:00,81.94999695,48.8327179,EMB,bond,新興市場債,,,,,,
2009-02-24 00:00:00,83.5,49.75636292,EMB,bond,新興市場債,,,,,,
2009-02-25 00:00:00,82.25,49.01150131,EMB,bond,新興市場債,,,,,,
2009-02-26 00:00:00,82.16000366,48.95786667,EMB,bond,新興市場債,,,,,,
2009-02-27 00:00:00,81.90000153,48.80291748,EMB,bond,新興市場債,,,,,,
2009-03-02 00:00:00,81,48.5565567,EMB,bond,新興市場債,,,,,,
2009-03-03 00:00:00,80.5,48.25680923,EMB,bond,新興市場債,,,,,,
2009-03-04 00:00:00,79.30000305,47.53747559,EMB,bond,新興市場債,,,,,,
2009-03-05 00:00:00,79.01000214,47.36362076,EMB,bond,新興市場債,,,,,,
2009-03-06 00:00:00,78.30000305,46.93799591,EMB,bond,新興市場債,,,,,,
2009-03-09 00:00:00,77.94000244,46.7222023,EMB,bond,新興市場債,,,,,,
2009-03-10 00:00:00,78.23000336,46.8960228,EMB,bond,新興市場債,,,,,,
2009-03-11 00:00:00,80.97000122,48.53856659,EMB,bond,新興市場債,,,,,,
2009-03-12 00:00:00,81.87000275,49.07807541,EMB,bond,新興市場債,,,,,,
2009-03-13 00:00:00,82.62999725,49.53367233,EMB,bond,新興市場債,,,,,,
2009-03-16 00:00:00,83.72000122,50.18709564,EMB,bond,新興市場債,,,,,,
2009-03-17 00:00:00,83.76000214,50.21107483,EMB,bond,新興市場債,,,,,,
2009-03-18 00:00:00,85.12000275,51.02635956,EMB,bond,新興市場債,,,,,,
2009-03-19 00:00:00,86.09999847,51.61380386,EMB,bond,新興市場債,,,,,,
2009-03-20 00:00:00,85.83000183,51.45197296,EMB,bond,新興市場債,,,,,,
2009-03-23 00:00:00,85.81999969,51.44593811,EMB,bond,新興市場債,,,,,,
2009-03-24 00:00:00,86.30000305,51.73368454,EMB,bond,新興市場債,,,,,,
2009-03-25 00:00:00,85.69999695,51.37402344,EMB,bond,新興市場債,,,,,,
